title,pubDate,words,voice,primary_cluster,secondary,disposition,Ev,Se,AI,OE,St,Pr,Str,IPS,tier,desc
What David Got Right (And Saul Got Wrong) About Success,"Tue, 22 Apr 2025 10:00:07 GMT",81,hosts,cpm_leadership,,B,9,5,4,4,2,4,6,5.2,T3,"Is God trying to humiliate you—or is He humbling you for something greater? In this deeply reflective episode, Mark and Dave unpack the distorted view many leaders have of God as a harsh corrector rather than a loving Father. Through the lens of 1 Corinthians and the life of David, they explore how God builds us up rather than breaks us down. This conversation will challenge your assumptions, refr"
Learning by Doing: The Journey of Failing Forward,"Tue, 21 May 2024 19:51:58 GMT",47,hosts,cpm_leadership,,B,8,6,4,4,2,3,7,5.2,T3,"In this episode we explore the concept of ""failing forward"" in church leadership. Dave and Mark discuss the importance of balancing academic knowledge with hands-on experience and learning from mistakes. Emphasizing that true growth comes from taking action, they encourage listeners to embrace a continual learning posture."
Living Unliked: What It Takes to Be An Effective Leader,"Tue, 30 Jan 2024 12:47:43 GMT",83,hosts,cpm_leadership,disciple_making,B,9,5,4,4,2,3,7,5.2,T3,"In this episode Mark and Dave explore the challenging aspects of leadership, particularly the necessity of living ""unliked"" to achieve impactful change. They discuss how effective leadership often involves tough decisions and truth-telling that may not be well-received, drawing parallels with historical figures like William Carey and Hudson Taylor. The conversation also delves into personal experi"
Back to the Roots: Unpacking the Genesis of H3X,"Tue, 19 Dec 2023 11:00:03 GMT",70,hosts,cpm_leadership,disciple_training|prayer_field,B,9,5,4,4,2,3,7,5.2,T3,"Mark and Dave discuss the origins and purpose of the H3X Podcast, focusing on the concept of a distributed network. They highlight the need to model leadership contributions and collaborate with a broader network. There are challenges and benefits of operating in a distributed network which they address, particularly in relation to the scalability required for the Great Commission: humility, patie"
Forging Leaders in the Radical Middle,"Tue, 31 Oct 2023 18:26:56 GMT",103,hosts,cpm_leadership,,B,9,5,4,4,2,3,7,5.2,T3,"Life is a balance. We need work, we need play, we need friends and family. Should you get to focused on one thing at the expense of the others, you may find success, but the pile of increasing failures in other areas will become a weight hung around your neck too great to carry. The key is moderation in everything, or as Mark and I like to say here on the H3X Podcast, the radical middle. For acces"
How Leaders Make Decisions in Uncertainty,"Tue, 22 Aug 2023 10:00:03 GMT",54,hosts,cpm_leadership,,B,8,5,4,4,2,5,7,5.2,T3,"Leadership by its very nature is about making decisions to lead others in the midst of uncertainty. How do leaders do this and what happens as they do? In this episode, Dave and Mark unpack decision making and the implications of the blood, sweat, and tears that will come simply because people are involved."
How Communication Can Make or Break a Team,"Tue, 06 Jun 2023 10:05:01 GMT",54,hosts,disciple_training,cpm_leadership,B,8,6,4,4,2,3,7,5.2,T3,"What, to Whom, and Where something is communicated can make or break a team. In the movement world it's especially critical that we train and equip leaders in effective communication so we don't become the bottleneck to what God is doing. Listen as Dave and Mark unpack the role of communication systems and processes."
How to Spot a Lone Wolf (And Not Become One),"Tue, 17 Jan 2023 11:00:02 GMT",54,hosts,cpm_leadership,,B,8,6,4,4,2,4,6,5.2,T3,"Without community we can either go off the deep end and become a lone wolf or lack the affirmation needed to keep us on track with Jesus. In this episode, Dave and Mark unpack the role of community in course correcting the errors in our thinking and spotting the lone wolves in our midst."
How We Approach Prayer in The Apostolic Work,"Tue, 06 Sep 2022 10:00:03 GMT",54,hosts,gospel,prayer_field|cpm_leadership,B,8,6,4,4,2,4,6,5.2,T3,"Prayer is always correlated to the advancement of the Kingdom to new people and new places. In this episode, Dave and Mark unpack 5 aspects of how we approach prayer in the apostolic work: (1) Miraculous Grace, (2) Sustained effort, (3) Boldness and belief in the gospel, (4) Supernatural provision, (5) Heaven readied hearts."
How to Become a Nobody forJesus (And Be Okay With It),"Tue, 09 Aug 2022 10:00:03 GMT",59,hosts,disciple_making,,B,8,6,4,4,2,4,6,5.2,T3,"In this episode, Dave and Mark share their personal journey of counting the cost and what it takes to be the John 12:24 grain of wheat that Jesus describes: ""Very truly I tell you, unless a kernel of wheat falls to the ground and dies, it remains only a single seed. But if it dies, it produces many seeds."""
GAPP Update 3 + 5Ts Debrief with Joel,"Tue, 26 Jul 2022 10:00:03 GMT",49,interview/guest,disciple_training,prayer_field,B,8,4,4,6,2,4,7,5.2,T3,"Joel Cox and David discuss the beta version of GAPP App, new features, the Oikosystem, and tools for tracking Plus, Joel Cox also shares insights and learnings from his time at the Oklahoma City Strategy Coordinator Training using the 5 Core Competencies of Target, Tools, Teaming, Training, and Tracking."
How to Use Tracking Data in Your Coaching,"Tue, 28 Jun 2022 10:00:02 GMT",75,hosts,disciple_training,cpm_leadership,B,9,5,4,4,2,4,6,5.2,T3,"It has been said, ""You can't coach what you can't see."" But we need to learn how to gather objective data from those we coach. And then we need to, once we have that data, learn how to use it to coach them to multiply. In this power packed short episode, we look at these two ideas and how you can gather and utilize data in your coaching. Show Notes: 👉5 T's Strategy Coordinator Series:"
Tactical Disciple-making: What It Is And How to Start,"Tue, 12 Apr 2022 10:00:07 GMT",59,hosts,disciple_making,,B,8,6,4,4,2,4,6,5.2,T3,"We unpacked the function and job of the strategy coordinator in a recent six episode series on the podcast and in this episode we unpack the role of tactics and how they intersect strategy. From a look at Zelinsky and Putin to the practical implications using 1-3-9, Dave and Mark unpack what tactical disciple-making is and how to start."
Lessons In Implementing The Lost-2-Leader Path,"Tue, 25 Jan 2022 11:00:03 GMT",47,hosts,gospel,cpm_leadership,B,8,6,4,4,2,3,7,5.2,T3,"Awhile back, we introduced the idea of a clear path for the making of disciples that we called Lost 2 Leader. In this episode, we share the Lost 2 Leader path we are using and lessons we are learning as we multiply disciples and leaders using it."
How a Servant Leader Confronts Tribalism,"Tue, 02 Nov 2021 10:00:15 GMT",47,hosts,cpm_leadership,,B,8,6,4,4,2,3,7,5.2,T3,"In 1 Corinthians 1-3, Paul confronts a tribalism mindset: ""I follow Paul. I follow Apollos..."" How often do we see this in the Church today? In this episode we examine Paul's response (a contribution mindset) and what our repentance process looks like to live out God's design."
Urban Mandate Update: What It Will Take to Reach NYC,"Tue, 19 Mar 2024 10:00:02 GMT",46,hosts,disciple_making,,B,8,5,4,5,3,3,6,5.15,T3,"In this episode, Mark discusses the importance of going deep to reach wide in New York City's mission for kingdom growth. Joined by Dave, they explore how prioritizing depth lays the groundwork for broad impact, sharing practical insights on effective discipleship in the city's diverse landscape."
Let's Talk About Your Leadership Role in 2023,"Tue, 27 Dec 2022 11:00:02 GMT",64,hosts,cpm_leadership,,B,7,6,5,4,2,3,7,5.15,T3,"""Only do what only you can do."" The way Jesus defined success as a leader was in raising up 12 other leaders. What does your leadership role look like in the vision you are pursuing? In this episode, Mark shares what he is thinking through in his role in the work in 2023 and how you can think through the same for your context."
Charting the Course: A Strategic Multiplication Roadmap for 2024,"Tue, 23 Jan 2024 11:00:02 GMT",83,hosts,cpm_leadership,simple_church,B,7,6,4,4,2,4,7,5.1,T3,"Mark and Dave present a comprehensive strategy for church growth and leadership development, designed to help listeners identify their current phase and leadership. The discussion covers church planting, leadership skills, and cross-pollination, offering a clear vision for the podcast's future direction and its focus on practical, actionable guidance. This episode serves as both a diagnostic tool "
The Relational Gospel Path: Live Work Play,"Tue, 21 Nov 2023 11:00:03 GMT",40,hosts,gospel,cpm_leadership,B,8,6,4,4,2,3,6,5.1,T3,"Where does an entire complex city interact? Where they live, work, and play. Join Mark and Dave as they discuss strategic value of intentional Kingdom focus where we all live, work and play to see gospel movement in our cities!"
Muddy Boots Leaders Plant Their Flag Somewhere,"Tue, 02 May 2023 10:00:02 GMT",70,hosts,disciple_training,cpm_leadership,B,9,5,4,4,2,3,6,5.1,T3,Muddy boots leaders move towards chaos and see their role as bringing direction to the chaos. Others want to learn from them because they coach and lead out of frontline experience. This type of leader can help others take the mountain for one simple reason...muddy boots leaders plant their flag somewhere. *** Show Notes and Resources *** 👉5 T's Strategy Coordinator Series:  👉Unreached Peoples Con
A Baptist and a Charismatic Talk Spiritual Gifts (p.2),"Tue, 04 Oct 2022 10:00:02 GMT",41,hosts,disciple_training,,B,8,5,4,4,2,4,7,5.1,T3,"In part two of this topic, Dave and Mark look at the role of God's Word and the Church in hearing God and practicing spiritual gifts. Show Notes: Watch and check out Mark's Kingdom Ministry Training Notes and Videos notes at"
From Addition to Multiplication: Jesus is the Center,"Tue, 26 Apr 2022 10:00:03 GMT",34,hosts,cpm_leadership,,B,8,6,4,4,2,3,6,5.1,T3,"Dave continues his journey from addition to multiplication in this next episode of his audio blog as he shares from a ""whiteboard"" what Jesus taught that day with His disciples on the Emmaus road."
The 5 T's of Coordinating Strategy: TRAINING,"Tue, 15 Mar 2022 10:00:03 GMT",46,hosts,disciple_training,cpm_leadership,B,8,5,4,4,2,4,7,5.1,T3,"Join Dave Miller, Will Smith, Kyle Pierson, Bud Houston, and Mark Goering as we unpack the 5 T's used by a strategy coordinator to effectively coordinate a multiplying disciples strategy. In this fourth of five episodes, we look at Training to understand ""How do we multiply?"""
DMM/CPM Tracking App (GAPP) Update  with Joel Cox,"Tue, 15 Feb 2022 11:00:04 GMT",77,interview/guest,cpm_leadership,simple_church,B,7,5,4,6,2,3,7,5.1,T3,"This week, we pause our Strategy Coordinator series to catch up with Joel Cox and hear exciting updates happening with the DMM/CPM tracking project he is working on. In short, GAPP is intentionally a very simple, intuitive app for tracking activity along the church planting journey. It allows for quick data input on question templates set by a team and data insight at the team level. Show Notes: C"
Building and Reproducing Shepherd Teachers in a Movement Network,"Tue, 05 Oct 2021 10:00:11 GMT",39,hosts,cpm_leadership,prayer_field,B,8,5,4,4,2,4,7,5.1,T3,How does development of elders and shepherd teachers work in a multiplying movement? Ben and Tyler are working this out as the multiplication continues in the Utah area; this episode unpacks what they are learning and implementing moving forward.
"3 Keys to Finding Leaders in the ""Zero to One"" Phase","Tue, 23 Jul 2024 10:00:03 GMT",58,hosts,cpm_leadership,,B,8,5,5,4,2,3,6,5.05,T3,Mark and Dave face the realities of starting in a new work where getting leaders onboard is everything and also the most difficult part of the work. They share from their own journey and 3 elements the leaders God will bring must have in order to see the work go from 0 to 1 in the early stages.
Redefining Strategy: From Human Plans to Divine Patterns,"Tue, 04 Jun 2024 10:00:03 GMT",50,hosts,disciple_making,,B,8,5,5,4,2,3,6,5.05,T3,"In this episode, Dave and Mark challenge conventional views of strategy, emphasizing a partnership with God's ongoing work rather than executing rigid, human-made plans. Listen in as they discuss the importance of aligning with God's design and recognizing the spiritual patterns revealed in Scripture to effectively participate in His mission."
The Phases of Movement and Strategic Problem Solving Action,"Tue, 03 Oct 2023 11:00:02 GMT",70,hosts,disciple_training,cpm_leadership,B,7,5,5,4,2,5,6,5.05,T3,Listen in on the Saturday morning session from the Unreached Peoples North American Summit in Kansas City. We practiced our problem solving skills and critical thinking muscles as we wrestled through high value actions to take responsibility and move towards opportunities in the work among Diaspora in our cities. Follow along or practice your own skills using the slides from this session: UPNA 202
Opportunities From Covo Obstacles,"Tue, 20 Apr 2021 10:00:20 GMT",39,hosts,prayer_field,cpm_leadership,B,8,4,4,5,3,3,7,5.05,T3,"Wonder if your JOB is holding you back from being used by God to multiply His Kingdom? Three practitioners share their co-vocational story as we unpack the head, heart, and hands of a co-vocational multiplier to answer this question."
Stop Waiting—Start Building Like a Founder,"Tue, 03 Jun 2025 10:00:10 GMT",77,hosts,prayer_field,cpm_leadership,B,9,4,4,4,2,4,6,5.0,T3,"What does it really mean to be a founder—not in title, but in action? In this episode, we explore the gritty shift from managing someone else’s vision to embodying your own calling with clarity and cost. True founders don't just help—they take ownership, live the DNA, and contribute out of who they are, not just what needs doing. If you’re wrestling with your role or sensing it’s time to start som"
Burnout and NoPlaceLeft North America Summit 2024 Takeways,"Tue, 02 Jul 2024 11:00:03 GMT",95,hosts,cpm_leadership,gospel,B,7,6,4,4,2,3,7,5.0,T3,"In this episode of the H3X podcast, Dave Miller reflects on the No Place Left North American Summit, emphasizing the importance of fellowship in avoiding burnout. Dave highlights lessons from Ecclesiastes, advocating for a balanced life that includes enjoying simple pleasures and building relationships. The episode draws parallels to Jesus' life, showing that slowing down and connecting with other"
Big Enough Vision to Think Small: How Being Faithful in Little Can Impact a Big City,"Tue, 18 Jun 2024 10:00:04 GMT",48,hosts,cpm_leadership,,B,8,5,4,4,2,3,7,5.0,T3,"Guy and Kelli Caskey share what it has looked like in Houston to see multiplication from micro to macro. From systems to culture and everything in between, they unpack the HOW behind the fruitful multiplication God has birthed in Houston over the last few decades. Reference Images Mentioned:"
2. Empty Trash Cans and Collective Basics,"Thu, 14 Mar 2024 11:00:01 GMT",48,hosts,cpm_leadership,,B,8,5,4,4,2,3,7,5.0,T3,"If I walk into an organization and notice the trash cans are empty, I know this organization understands basic ownership and shared responsibility. Collective Basics are everything. Join Nate and Dave as we talk through the role of ownership and discipline at the personal level for leadership impact."
Increasing UPG Awareness From City to City,"Tue, 22 Nov 2022 12:04:04 GMT",56,hosts,cpm_leadership,,B,8,5,4,4,2,4,6,5.0,T3,"From city to city we need to raise awareness of the unreached people groups living among us in the diaspora cities of North America. In this episode, Mark and Dave talk with city leaders in Houston and San Francisco about what God is up to and how we can increase awareness and engagement among the unreached."
Team Conflict: How about a little narrative and nuance.,"Mon, 22 Aug 2022 10:00:03 GMT",45,hosts,cpm_leadership,,B,8,5,4,4,2,4,6,5.0,T3,"We won’t see no place left and the accomplishment of the core missionary task without teaming. BUT, teaming involves conflict and challenge. In this episode, Dave shines a light on the topic and thoughts for how to navigate teaming when the sparks begin to fly."
The Five Stages of Failing Forward,"Tue, 29 Mar 2022 10:00:02 GMT",59,hosts,disciple_making,,B,8,4,6,4,2,3,6,5.0,T3,"Only those with big vision experience big FAILURE. And it's how they respond to it that will determine how far it propels them forward. In this latest episode of the podcast we unpack five stages of ""failing forward"" -- setting audacious goals, failure, learning principles, improving, and setting more audacious goals. Show Notes: 5 Stages of Failing Forward Graphic:"
The 5 T's of Coordinating Strategy: TOOLS,"Tue, 01 Mar 2022 11:00:03 GMT",46,hosts,cpm_leadership,,B,8,5,4,4,2,4,6,5.0,T3,"Join Dave Miller, Will Smith, Kyle Pierson, Bud Houston, and Mark Goering as we unpack the 5 T's used by a strategy coordinator to effectively coordinate a multiplying disciples strategy. In this second of five episodes, we look at Tools to understand ""What do I do?"""
A Multiplying Mindset is a Contribution Mindset,"Tue, 28 Dec 2021 11:00:02 GMT",34,hosts,cpm_leadership,,B,8,5,4,4,2,3,7,5.0,T3,"In this episode, Dave continues the conversation around the role of a contribution mindset in the development of a multiplication mindset where Jesus gets to be in charge and the One building the Kingdom."
Learning to Do Before Training to Do,"Tue, 09 Nov 2021 11:00:17 GMT",53,hosts,disciple_training,cpm_leadership,B,8,5,4,4,2,3,7,5.0,T3,"Before God used Peter, James, John, or Paul to cross cultures, He used them to reach their own. In this episode we unpack why mission must be both practitioners OF and catalysts FOR local ownership of the core missionary task in every people and place with laser focus on reaching the unreached. #H3X"
"Reproducing Business, Modeling CoVo Reproducing Disciple-making, or BOTH?","Tue, 24 Aug 2021 10:00:12 GMT",40,hosts,cpm_leadership,disciple_making|disciple_training,B,8,5,4,4,2,3,7,5.0,T3,Where does business and the co-vocational life fit into a vision to multiply disciples? Carter Cox and Dave Miller share from experience in a way that will help you see the two (and how they connect) in a new light.
CFC = Commitment + Focus + Consistency,"Tue, 17 Aug 2021 10:00:15 GMT",45,hosts,gospel,cpm_leadership,B,8,5,4,4,2,4,6,5.0,T3,"Apostolic work in bringing the gospel to new people and new places requires commitment, focus, and consistency. This is how we are learning and implementing this simple 3 pronged strategy and what it looks like to develop CFC in your life and on your team."
The Ongoing Role of Apostles in Mission with Don Dent,"Tue, 15 Jun 2021 10:00:15 GMT",52,interview/guest,prayer_field,meet_jesus,B,8,4,4,6,2,3,6,5.0,T3,"If everyone is a missionary then no one is. As a counterpoint to our focus on covocational workers, join David Miller and Bruce Carlton for an interview with Dr. Don Dent about his book The Ongoing Role of Apostles in Missions: The Forgotten Foundation. Watch the interview on the Sentergy YouTube channel."
From Addition to Multiplication: Broken Image Broken Lives,"Tue, 10 May 2022 10:00:02 GMT",52,hosts,cpm_leadership,,B,8,4,4,5,3,3,6,4.95,T3,"Dave continues to share his story leaning into the reality of what happens when the image is distorted in God's image bearers, but their attempts cannot thwart the mission of God. He will be glorified and his glory will fill the earth through his image bearers because God has declared it so."
"The Triple Threat: Head, Heart, Hands","Tue, 27 Apr 2021 10:30:05 GMT",37,hosts,disciple_making,,B,8,4,4,5,3,3,6,4.95,T3,"Without clarity on what we need to know, be, and do as believers, we can't be effective in advancing Christ's Kingdom. With humor and clarity, we unpack the ""why"" behind head, heart, and hands in this episode."
Hot Takes From the Unreached Peoples Conference with Dave & Mark,"Tue, 10 Oct 2023 10:00:02 GMT",62,hosts,disciple_making,,B,9,4,4,4,2,3,6,4.9,T3,It was like a family reunion for aound seventy of us to come together with practitioners engaging in reaching the unreached in the diaspora of North America. We gathered in Kansas City and the time together led to some key takeaways for Mark and Dave. Hear our hot takes and some key practical learnings you can take and use in your City.
How a Muddy Boots Leader Handles Success,"Tue, 12 Sep 2023 10:00:02 GMT",29,hosts,cpm_leadership,,B,8,5,4,4,2,3,6,4.9,T3,"How a leader handles success determines if they will repeat it. In this episode, Dave and Mark further unpack the Muddy Boots leader and how they think about success."
The 5 T's of Coordinating Strategy: TRACKING,"Tue, 22 Mar 2022 10:00:03 GMT",45,hosts,cpm_leadership,,B,8,5,4,4,2,3,6,4.9,T3,"Join Dave Miller, Will Smith, Kyle Pierson, Bud Houston as we unpack the 5 T's used by a strategy coordinator to effectively coordinate a multiplying disciples strategy. In this fifth and final of five episodes, we look at Tracking to understand ""How are we doing?"""
The 5 T's of Coordinating Strategy: TEAMING,"Tue, 08 Mar 2022 11:00:02 GMT",47,hosts,cpm_leadership,,B,8,5,4,4,2,3,6,4.9,T3,"Join Dave Miller, Will Smith, Kyle Pierson, Bud Houston, and Mark Goering as we unpack the 5 T's used by a strategy coordinator to effectively coordinate a multiplying disciples strategy. In this third of five episodes, we look at Teaming to understand ""Who can I count on?"""
"A Peculiar People: Breakfast with Dave, Mark, and Nate in Cincy","Tue, 23 Nov 2021 11:00:11 GMT",27,hosts,disciple_making,,B,8,5,4,4,2,3,6,4.9,T3,Listen in on our breakfast conversation unpacking the role of the Church to live as a peculiar people that embodies the message we proclaim to the World.
"3 Mindset Barriers to ""Who is Qualified?"" p.2","Tue, 29 Jun 2021 10:00:08 GMT",53,hosts,simple_church,cpm_leadership|meet_jesus,B,6,7,4,4,2,3,6,4.9,T3,"Our culture tells us who can and who can't plant a church based on qualifications that probably influence your thinking more than you know. In this two part focus on barriers to mobilizing church planters, we bust through 3 barriers by looking back at how Jesus qualified His leaders. (part 2 of 2)"
"3 Mindset Barriers to ""Who is Qualified?"" p.1","Tue, 22 Jun 2021 10:00:16 GMT",53,hosts,simple_church,cpm_leadership|meet_jesus,B,6,7,4,4,2,3,6,4.9,T3,"Our culture tells us who can and who can't plant a church based on qualifications that probably influence your thinking more than you know. In this two part focus on barriers to mobilizing church planters, we bust through 3 barriers by looking back at how Jesus qualified His leaders. (part 1 of 2)"
3 Ways to Get Started & Build Teams,"Tue, 08 Jun 2021 10:00:16 GMT",42,hosts,disciple_training,prayer_field|cpm_leadership,B,8,4,4,4,2,4,7,4.9,T3,Paul saw the whole province of Asia hear the Word of the Lord in 2 short years engaging in three main activities alongside a catalytic team. In this episode Dave and Mark unpack these three activities: 1. 0-1 2. Networking 3. Training
Who Can And Who Can't,"Tue, 18 May 2021 10:00:17 GMT",44,hosts,disciple_making,,B,8,5,4,4,2,3,6,4.9,T3,"Unless we address our assumptions, we disqualify those God has qualified in His Kingdom. In this episode we examine the mindsets between our ears that may be disqualifying those that God has called so we can rightly view and empower the disciples around us."
19 Minutes to Stop Guessing What Matters Most in 2026,"Tue, 27 Jan 2026 11:00:09 GMT",60,hosts,cpm_leadership,,B,6,6,4,4,2,4,6,4.8,T3,"Most leaders don’t fail because they’re lazy. They miss their goals because they’re unfocused. In this episode, we break down in 19 minutes how to choose the one or two activities that actually move the work forward, based on the phase you’re in right now. If 2026 already feels busy but not effective, this will snap things into focus fast."
"We Got an ""F"" in Tracking So We Did THIS","Tue, 21 Jun 2022 10:00:02 GMT",50,hosts,disciple_training,,B,8,4,4,4,2,3,7,4.8,T3,"At a Strategy Coordinator training last Fall, Dave and Mark both realized they were ""failing"" at using tracking in its role in the overall work of coordinating strategy. In this episode, we unpack what we are doing to implement holistic head, heart, and hands tracking into what we are doing."
How We Are Tackling the Complexity of Cities,"Tue, 10 Aug 2021 10:00:02 GMT",31,hosts,disciple_making,,B,8,4,4,4,2,4,6,4.8,T3,"Urban centers (cities) are more than complicated...they are complex, and beyond any one person's understanding. Reaching them will require creativity and God's power: here's how we are tackling reaching cities currently."
"UPNA 2025: Collaborate, Get Unstuck, Reach the Unreached","Tue, 18 Feb 2025 11:00:06 GMT",96,hosts,disciple_making,,B,7,4,4,4,2,5,6,4.7,T3,"What if the key to the next step in reaching an unreached people group was unlocked in one conversation? Mark Goering, Kyle Pierson, Bud Houston, and Will Smith share how the Unreached Peoples North America Summit is fueling collaboration and sparking breakthrough strategies to get unstuck. Discover how open space technology conversations are driving real action and transforming how we reach the n"
The Apostolic Contribution Mindset with Dave & Mark,"Tue, 11 Apr 2023 10:00:02 GMT",36,hosts,cpm_leadership,,B,8,4,4,4,2,3,6,4.7,T3,"In this episode, Dave unpacks the contribution mindset needed to steward and pass off the apostolic work. *** Show Notes and Resources *** 👉5 T's Strategy Coordinator Series:  👉Unreached Peoples Conference (Sept 28-30). Learn more at"
How to Team Around Target in Urban Centers,"Tue, 24 May 2022 10:00:02 GMT",56,hosts,disciple_training,cpm_leadership,B,6,5,4,4,2,4,7,4.7,T3,"Over the weekend, Dave and our friend Kyle joined us for a problem solving retreat in which we tackled some common stuckages around TARGET and TEAMING. In this episode, we unpack some of the biggest takeaways and insights. SHOW NOTES: • Co-Workers Study from Paul's Missionary Journeys:  • 5 T's Strategy Coordinator Training (June 24-26, 2022):"
From Addition to Multiplication: When God Became a Global Phenomenon,"Tue, 11 Jan 2022 11:00:02 GMT",30,hosts,cpm_leadership,,B,8,4,4,4,2,3,6,4.7,T3,Dave found himself caught up into a vision that was global and shifted his mindset from addition to multiplication. Check out this special episode from the Sentergy Series. #h3x #sentergy
From Addition to Multiplication: The Simple Question That Changed My Life,"Tue, 04 Jan 2022 11:00:02 GMT",28,hosts,cpm_leadership,,B,8,4,4,4,2,3,6,4.7,T3,A visit back to Dave's audio blog in his journey from addition to multiplication via the Sentergy Series as he unpacks the simple question that changed his life.
Don't Be Selfish...Multiplication Starts in the Heart,"Tue, 21 Dec 2021 09:00:02 GMT",30,hosts,cpm_leadership,,B,8,4,4,4,2,3,6,4.7,T3,"What if multiplication and generosity are actually connected? In this episode, Dave unpacks the connection and the call to removing barriers in our hearts to seeing the fruit of multiplication."
"Learning to Coordinate Strategy with Brooke, Haylee, and Caleb","Tue, 30 Nov 2021 11:00:02 GMT",24,hosts,disciple_training,prayer_field,B,7,4,3,5,3,3,7,4.7,T3,Three 20 somethings working in the college campus mission field of Oklahoma City share what they are learning following a recent Strategy Coordinator Training.⁠
"Family, The Trinity, & God’s Design for Mission","Tue, 06 Jul 2021 10:00:05 GMT",49,hosts,disciple_making,,B,8,4,4,4,2,3,6,4.7,T3,"At times and in the pursuit of the noble cause, family has been sacrificed on the alter of mission. This is not God's design. Rediscovering a decompartmentalized life of family on mission leads us back to God's design in the Trinity and a way forward for family on mission."
An Honest Conversation About Striving & Trusting,"Tue, 10 Jan 2023 11:00:02 GMT",23,hosts,disciple_making,,B,7,5,3,4,2,4,6,4.65,T3,Mark and Dave have an honest conversation and talk through how to respond to the inner wrestle and impatience to see more results.
From Addition to Multiplication: You Don't Have To Save the World,"Tue, 14 Dec 2021 11:00:02 GMT",24,hosts,cpm_leadership,,B,7,5,3,4,2,3,7,4.65,T3,"A new recurring segment on the podcast: Dave begins an audio blog. In this first episode, he shares his journey into multiplying disciples. #h3x"
Movement is The Fundamental DNA of God's Creation,"Tue, 19 Jul 2022 10:00:02 GMT",18,hosts,cpm_leadership,,B,7,5,3,4,2,3,6,4.55,T3,Listen as Dave get fiery to address the reality that movement is the fundamental DNA of God's creation.
God is With Us!,"Tue, 03 Jan 2023 11:00:02 GMT",48,hosts,disciple_training,,B,6,4,4,4,2,5,6,4.5,T3,"Does disarray and chaos in life mean God’s love and presence are waining or that your opportunity to practice the realization of them is available? Dave shares the lesson of 2022, especially when life, ministry, and business don’t run according to plan in view of the Christmas miracle."
Dave's Lightbulb Moments Training SC's Last Weekend,"Tue, 05 Jul 2022 10:00:02 GMT",67,hosts,disciple_training,cpm_leadership,B,5,4,4,5,3,3,7,4.45,E,"Over the weekend, Dave and a crew from four different states gathered for a Strategy Coordinator Training in Oklahoma City. There were some key lightbulb moments that helped the participants (and Dave) to better understand the role and task of the strategy coordinator...listen as Dave shares helpful key takeaways. Show Notes: 👉Co-Workers Study from Paul's Missionary Journeys:  👉5 T's Strategy Coor"
H3X Trailer: The Question At The Heart of it All,"Sun, 11 Apr 2021 00:54:50 GMT",33,hosts,cpm_leadership,,E,4,5,5,4,2,3,6,4.25,E,"What is the head, heart, and hands of the man or woman God can use to multiply His Kingdom? Let's talk about it. Episode 01 launches April 20th, 2021 at 5:00AM CST. ("
